iter	Passed	Remaining
578	6473	4706
579	6484	4695
580	6494	4683
581	6507	4673
582	6518	4662
583	6529	4651
584	6536	4637
585	6546	4625
586	6558	4614
587	6568	4602
588	6575	4588
589	6588	4578
590	6600	4567
591	6611	4556
592	6623	4546
593	6637	4536
594	6652	4528
595	6663	4516
596	6676	4507
597	6688	4496
598	6699	4485
599	6709	4472
600	6718	4460
601	6732	4451
602	6746	4441
603	6760	4432
604	6776	4424
605	6791	4415
606	6809	4408
607	6822	4398
608	6835	4388
609	6847	4377
610	6860	4367
611	6874	4358
612	6888	4349
613	6906	4341
614	6920	4332
615	6934	4322
616	6946	4312
617	6958	4301
618	6971	4291
619	6988	4283
620	7000	4272
621	7017	4264
622	7032	4255
623	7046	4245
624	7056	4233
625	7068	4223
626	7079	4211
627	7091	4200
628	7101	4188
629	7114	4178
630	7124	4166
631	7136	4155
632	7147	4144
633	7160	4133
634	7171	4121
635	7181	4110
636	7195	4100
637	7206	4088
638	7218	4077
639	7225	4064
640	7237	4053
641	7248	4042
642	7260	4030
643	7272	4020
644	7285	4009
645	7297	3998
646	7309	3987
647	7321	3977
648	7338	3969
649	7349	3957
650	7362	3946
651	7376	3937
652	7389	3926
653	7400	3915
654	7413	3904
655	7428	3895
656	7442	3885
657	7453	3874
658	7468	3864
659	7480	3853
660	7492	3842
661	7508	3833
662	7521	3822
663	7532	3811
664	7544	3800
665	7550	3786
666	7562	3775
667	7571	3763
668	7583	3752
669	7595	3741
670	7605	3729
671	7616	3717
672	7628	3706
673	7642	3696
674	7653	3685
675	7663	3673
676	7674	3661
677	7686	3650
678	7698	3639
679	7711	3629
680	7721	3616
681	7734	3606
682	7747	3595
683	7760	3585
684	7771	3573
685	7781	3561
686	7793	3550
687	7806	3540
688	7816	3528
689	7827	3516
690	7839	3505
691	7850	3494
692	7863	3483
693	7875	3472
694	7886	3460
695	7897	3449
696	7912	3439
697	7924	3428
698	7940	3419
699	7956	3410
700	7970	3399
701	7983	3389
702	7997	3378
703	8007	3366
704	8018	3355
705	8031	3344
706	8044	3333
707	8057	3323
708	8067	3311
709	8084	3302
710	8095	3290
711	8107	3279
712	8120	3268
713	8131	3257
714	8143	3246
715	8153	3234
716	8163	3222
717	8175	3211
718	8188	3200
719	8199	3188
720	8213	3178
721	8225	3167
722	8239	3156
723	8251	3145
724	8264	3134
725	8277	3123
726	8289	3112
727	8301	3101
728	8312	3090
729	8323	3078
730	8334	3066
731	8345	3055
732	8359	3045
733	8375	3035
734	8385	3023
735	8400	3013
736	8411	3001
737	8424	2990
738	8436	2979
739	8449	2968
740	8461	2957
741	8472	2945
742	8484	2934
743	8497	2923
744	8510	2913
745	8521	2901
746	8533	2890
747	8543	2878
748	8555	2866
749	8566	2855
750	8578	2844
751	8593	2833
752	8607	2823
753	8621	2812
754	8635	2802
755	8649	2791
756	8661	2780
757	8672	2768
758	8682	2756
759	8692	2745
760	8704	2733
761	8717	2722
762	8729	2711
763	8744	2701
764	8755	2689
765	8766	2677
766	8776	2666
767	8792	2656
768	8802	2644
769	8814	2632
770	8824	2621
771	8835	2609
772	8848	2598
773	8860	2587
774	8874	2576
775	8885	2564
776	8895	2553
777	8909	2542
778	8922	2531
779	8937	2520
780	8948	2509
781	8960	2497
782	8972	2486
783	8983	2475
784	8994	2463
785	9007	2452
786	9021	2441
787	9035	2430
788	9048	2419
789	9061	2408
790	9078	2398
791	9092	2387
792	9112	2378
793	9128	2368
794	9139	2356
795	9152	2345
796	9167	2334
797	9178	2323
798	9190	2312
799	9199	2299
800	9208	2287
801	9221	2276
802	9235	2265
803	9251	2255
804	9264	2244
805	9277	2233
806	9298	2223
807	9310	2212
808	9322	2201
809	9334	2189
810	9349	2178
811	9363	2167
812	9377	2156
813	9392	2146
814	9405	2135
815	9414	2122
816	9427	2111
817	9440	2100
818	9452	2089
819	9464	2077
820	9475	2065
821	9492	2055
822	9505	2044
823	9518	2033
824	9530	2021
825	9542	2010
826	9553	1998
827	9565	1987
828	9578	1975
829	9590	1964
830	9600	1952
831	9611	1940
832	9621	1928
833	9640	1918
834	9654	1907
835	9666	1896
836	9679	1885
837	9692	1873
838	9702	1861
839	9712	1850
840	9723	1838
841	9736	1827
842	9749	1815
843	9762	1804
844	9772	1792
845	9783	1780
846	9795	1769
847	9807	1758
848	9823	1747
849	9835	1735
850	9845	1723
851	9857	1712
852	9870	1701
853	9883	1689
854	9894	1678
855	9905	1666
856	9915	1654
857	9926	1642
858	9937	1631
859	9950	1619
860	9963	1608
861	9969	1596
862	9981	1584
863	9993	1573
864	10007	1561
865	10019	1550
866	10035	1539
867	10045	1527
868	10057	1516
869	10069	1504
870	10079	1492
871	10091	1481
872	10101	1469
873	10115	1458
874	10128	1446
875	10139	1435
876	10150	1423
877	10164	1412
878	10176	1400
879	10185	1388
880	10196	1377
881	10212	1366
882	10226	1355
883	10240	1343
884	10253	1332
885	10265	1320
886	10277	1309
887	10290	1297
888	10302	1286
889	10311	1274
890	10322	1262
891	10330	1250
892	10346	1239
893	10359	1228
894	10373	1216
895	10383	1205
896	10395	1193
897	10406	1182
898	10419	1170
899	10431	1159
900	10440	1147
901	10453	1135
902	10466	1124
903	10478	1112
904	10487	1100
905	10499	1089
906	10508	1077
907	10519	1065
908	10536	1054
909	10547	1043
910	10558	1031
911	10569	1019
912	10580	1008
913	10588	996
914	10601	984
915	10615	973
916	10626	961
917	10638	950
918	10650	938
919	10663	927
920	10672	915
921	10690	904
922	10702	892
923	10712	881
924	10725	869
925	10736	857
926	10748	846
927	10762	834
928	10775	823
929	10788	812
930	10802	800
931	10815	789
932	10829	777
933	10842	766
934	10856	754
935	10869	743
936	10888	732
937	10903	720
938	10914	709
939	10927	697
940	10942	686
941	10955	674
942	10967	662
943	10975	651
944	10987	639
945	11000	627
946	11011	616
947	11025	604
948	11038	593
949	11045	581
950	11064	570
951	11081	558
952	11094	547
953	11108	535
954	11118	523
955	11129	512
956	11140	500
957	11153	488
958	11164	477
959	11175	465
960	11187	454
961	11198	442
962	11209	430
963	11221	419
964	11237	407
965	11249	395
966	11256	384
967	11274	372
968	11288	361
969	11301	349
970	11311	337
971	11322	326
972	11334	314
973	11344	302
974	11356	291
975	11367	279
976	11380	267
977	11390	256
978	11401	244
979	11413	232
980	11425	221
981	11440	209
982	11455	198
983	11470	186
984	11482	174
985	11495	163
986	11510	151
987	11521	139
988	11532	128
989	11543	116
990	11554	104
991	11567	93
992	11577	81
993	11589	69
994	11601	58
995	11615	46
996	11628	34
997	11642	23
998	11653	11
999	11665	0
