iter	Passed	Remaining
1691	5757	2749
1692	5759	2745
1693	5762	2741
1694	5766	2738
1695	5769	2735
1696	5772	2731
1697	5775	2728
1698	5780	2725
1699	5783	2721
1700	5786	2717
1701	5788	2714
1702	5792	2710
1703	5796	2707
1704	5799	2704
1705	5802	2700
1706	5805	2696
1707	5809	2693
1708	5813	2690
1709	5816	2687
1710	5820	2683
1711	5823	2680
1712	5827	2677
1713	5830	2673
1714	5834	2670
1715	5838	2667
1716	5841	2663
1717	5844	2660
1718	5848	2657
1719	5851	2653
1720	5853	2649
1721	5857	2646
1722	5860	2643
1723	5863	2639
1724	5866	2635
1725	5869	2632
1726	5873	2628
1727	5877	2625
1728	5880	2622
1729	5884	2619
1730	5888	2615
1731	5891	2612
1732	5895	2609
1733	5898	2605
1734	5902	2602
1735	5905	2599
1736	5909	2595
1737	5912	2592
1738	5915	2588
1739	5918	2584
1740	5922	2581
1741	5925	2578
1742	5927	2574
1743	5932	2571
1744	5934	2567
1745	5938	2564
1746	5940	2560
1747	5944	2557
1748	5947	2553
1749	5952	2550
1750	5954	2547
1751	5958	2543
1752	5960	2539
1753	5963	2536
1754	5966	2532
1755	5970	2529
1756	5973	2526
1757	5978	2523
1758	5981	2519
1759	5985	2516
1760	5988	2513
1761	5991	2509
1762	5995	2506
1763	5999	2503
1764	6002	2499
1765	6006	2496
1766	6008	2492
1767	6012	2489
1768	6016	2486
1769	6019	2482
1770	6022	2479
1771	6026	2475
1772	6029	2472
1773	6031	2468
1774	6034	2464
1775	6038	2461
1776	6042	2458
1777	6045	2454
1778	6048	2451
1779	6052	2448
1780	6055	2444
1781	6059	2441
1782	6061	2437
1783	6065	2434
1784	6067	2430
1785	6071	2427
1786	6075	2423
1787	6077	2420
1788	6081	2416
1789	6085	2413
1790	6088	2410
1791	6092	2406
1792	6094	2403
1793	6098	2399
1794	6102	2396
1795	6106	2393
1796	6109	2390
1797	6113	2386
1798	6116	2383
1799	6118	2379
1800	6121	2375
1801	6124	2372
1802	6127	2368
1803	6130	2365
1804	6132	2361
1805	6136	2357
1806	6138	2354
1807	6141	2350
1808	6144	2347
1809	6147	2343
1810	6150	2340
1811	6153	2336
1812	6155	2332
1813	6159	2329
1814	6162	2325
1815	6166	2322
1816	6168	2318
1817	6171	2315
1818	6174	2311
1819	6176	2307
1820	6180	2304
1821	6183	2300
1822	6186	2297
1823	6190	2294
1824	6194	2291
1825	6198	2287
1826	6201	2284
1827	6204	2280
1828	6206	2277
1829	6211	2274
1830	6216	2271
1831	6219	2267
1832	6221	2263
1833	6223	2260
1834	6226	2256
1835	6229	2252
1836	6231	2249
1837	6234	2245
1838	6237	2242
1839	6240	2238
1840	6243	2235
1841	6247	2231
1842	6250	2228
1843	6253	2224
1844	6257	2221
1845	6261	2218
1846	6264	2214
1847	6268	2211
1848	6271	2207
1849	6274	2204
1850	6276	2200
1851	6279	2197
1852	6282	2193
1853	6286	2190
1854	6288	2186
1855	6291	2182
1856	6293	2179
1857	6297	2176
1858	6300	2172
1859	6304	2169
1860	6306	2165
1861	6309	2161
1862	6313	2158
1863	6317	2155
1864	6319	2151
1865	6322	2148
1866	6325	2144
1867	6329	2141
1868	6332	2138
1869	6336	2134
1870	6339	2131
1871	6343	2127
1872	6345	2124
1873	6348	2120
1874	6352	2117
1875	6355	2114
1876	6358	2110
1877	6362	2107
1878	6366	2104
1879	6368	2100
1880	6371	2096
1881	6376	2093
1882	6379	2090
1883	6383	2087
1884	6386	2083
1885	6389	2080
1886	6394	2077
1887	6396	2073
1888	6399	2069
1889	6401	2066
1890	6405	2062
1891	6408	2059
1892	6410	2055
1893	6413	2051
1894	6416	2048
1895	6418	2044
1896	6421	2041
1897	6425	2038
1898	6428	2034
1899	6432	2031
1900	6435	2027
1901	6437	2024
1902	6441	2020
1903	6444	2017
1904	6448	2014
1905	6450	2010
1906	6453	2006
1907	6457	2003
1908	6461	2000
1909	6463	1996
1910	6466	1992
1911	6469	1989
1912	6472	1985
1913	6475	1982
1914	6477	1978
1915	6480	1975
1916	6484	1971
1917	6487	1968
1918	6491	1965
1919	6495	1962
1920	6498	1958
1921	6502	1955
1922	6505	1951
1923	6509	1948
1924	6513	1945
1925	6515	1941
1926	6519	1938
1927	6522	1935
1928	6525	1931
1929	6529	1928
1930	6533	1925
1931	6536	1921
1932	6538	1917
1933	6541	1914
1934	6543	1910
1935	6546	1907
1936	6550	1903
1937	6554	1900
1938	6557	1897
1939	6559	1893
1940	6561	1889
1941	6564	1886
1942	6567	1882
1943	6569	1879
1944	6574	1875
1945	6577	1872
1946	6580	1869
1947	6584	1865
1948	6588	1862
1949	6591	1859
1950	6595	1855
1951	6598	1852
1952	6601	1849
1953	6605	1845
1954	6608	1842
1955	6611	1838
1956	6614	1835
1957	6617	1831
1958	6619	1828
1959	6623	1824
1960	6626	1821
1961	6630	1818
1962	6632	1814
1963	6636	1811
1964	6640	1807
1965	6642	1804
1966	6645	1800
1967	6649	1797
1968	6656	1795
1969	6660	1791
1970	6663	1788
1971	6665	1784
1972	6668	1781
1973	6671	1777
1974	6674	1774
1975	6678	1771
1976	6680	1767
1977	6683	1763
1978	6687	1760
1979	6691	1757
1980	6693	1753
1981	6697	1750
1982	6700	1746
1983	6706	1744
1984	6709	1740
1985	6715	1737
1986	6721	1735
1987	6728	1732
1988	6735	1730
1989	6738	1726
1990	6740	1723
1991	6743	1719
1992	6747	1716
1993	6752	1713
1994	6756	1710
1995	6758	1706
1996	6761	1703
1997	6765	1699
1998	6768	1696
1999	6771	1692
2000	6774	1689
2001	6777	1685
2002	6780	1682
2003	6783	1678
2004	6786	1675
2005	6790	1672
2006	6793	1668
2007	6797	1665
2008	6800	1662
2009	6803	1658
2010	6805	1654
2011	6807	1651
2012	6811	1647
2013	6815	1644
2014	6818	1641
2015	6821	1637
2016	6825	1634
2017	6827	1630
2018	6831	1627
2019	6833	1623
2020	6837	1620
2021	6841	1617
2022	6843	1613
2023	6847	1610
2024	6852	1607
2025	6856	1604
2026	6860	1600
2027	6864	1597
2028	6868	1594
2029	6872	1591
2030	6875	1587
2031	6879	1584
2032	6883	1581
2033	6886	1577
2034	6890	1574
2035	6894	1571
2036	6897	1567
2037	6900	1564
2038	6903	1560
2039	6906	1557
2040	6909	1553
2041	6913	1550
2042	6916	1547
2043	6922	1544
2044	6926	1541
2045	6930	1537
2046	6933	1534
2047	6937	1531
2048	6941	1527
2049	6943	1524
2050	6946	1520
2051	6948	1516
2052	6950	1513
2053	6954	1510
2054	6958	1506
2055	6960	1503
2056	6964	1499
2057	6967	1496
2058	6970	1492
2059	6973	1489
2060	6976	1486
2061	6980	1482
2062	6982	1479
2063	6985	1475
2064	6988	1472
2065	6990	1468
2066	6994	1465
2067	6997	1461
2068	7000	1458
2069	7005	1455
2070	7007	1451
2071	7010	1448
2072	7013	1444
2073	7017	1441
2074	7019	1437
2075	7022	1434
2076	7026	1431
2077	7030	1427
2078	7035	1424
2079	7039	1421
2080	7043	1418
2081	7046	1414
2082	7049	1411
2083	7052	1407
2084	7054	1404
2085	7058	1400
2086	7061	1397
2087	7065	1394
2088	7069	1390
2089	7073	1387
2090	7076	1384
2091	7079	1380
2092	7082	1377
2093	7085	1373
2094	7089	1370
2095	7093	1367
2096	7096	1363
2097	7099	1360
2098	7102	1356
2099	7107	1353
2100	7110	1350
2101	7112	1346
2102	7116	1343
2103	7120	1340
2104	7124	1336
2105	7127	1333
2106	7131	1330
2107	7136	1327
2108	7139	1323
2109	7142	1320
2110	7146	1316
2111	7148	1313
2112	7153	1310
2113	7156	1306
2114	7160	1303
2115	7163	1300
2116	7167	1296
2117	7171	1293
2118	7174	1290
2119	7178	1286
2120	7181	1283
2121	7185	1280
2122	7189	1276
2123	7192	1273
2124	7195	1269
2125	7198	1266
2126	7202	1263
2127	7205	1259
2128	7209	1256
2129	7213	1252
2130	7217	1249
2131	7220	1246
2132	7223	1242
2133	7227	1239
2134	7230	1236
2135	7233	1232
2136	7237	1229
2137	7242	1226
2138	7245	1222
2139	7250	1219
2140	7253	1216
2141	7257	1213
2142	7261	1209
2143	7264	1206
2144	7268	1202
2145	7271	1199
2146	7275	1196
2147	7278	1192
2148	7282	1189
2149	7285	1186
2150	7289	1182
2151	7294	1179
2152	7297	1176
2153	7300	1172
2154	7305	1169
2155	7308	1166
2156	7311	1162
2157	7315	1159
2158	7317	1155
2159	7320	1152
2160	7324	1148
2161	7327	1145
2162	7329	1141
2163	7333	1138
2164	7336	1135
2165	7339	1131
2166	7342	1128
2167	7345	1124
2168	7348	1121
2169	7351	1117
2170	7354	1114
2171	7358	1111
2172	7362	1107
2173	7366	1104
2174	7370	1101
2175	7373	1097
2176	7377	1094
2177	7380	1091
2178	7384	1087
2179	7388	1084
2180	7391	1081
2181	7395	1077
2182	7397	1074
2183	7402	1071
2184	7405	1067
2185	7408	1064
2186	7411	1060
2187	7415	1057
2188	7417	1053
2189	7421	1050
2190	7424	1047
2191	7426	1043
2192	7430	1040
2193	7433	1036
2194	7436	1033
2195	7439	1029
2196	7442	1026
2197	7445	1022
2198	7448	1019
2199	7452	1016
2200	7455	1012
2201	7458	1009
2202	7462	1006
2203	7465	1002
2204	7468	999
2205	7472	995
2206	7474	992
2207	7478	988
2208	7482	985
2209	7486	982
2210	7489	978
2211	7493	975
2212	7496	972
2213	7499	968
2214	7503	965
2215	7506	962
2216	7511	958
2217	7515	955
2218	7519	952
2219	7522	948
2220	7526	945
2221	7528	941
2222	7532	938
2223	7535	935
2224	7537	931
2225	7541	928
2226	7545	924
2227	7549	921
2228	7553	918
2229	7556	914
2230	7560	911
2231	7563	908
2232	7567	904
2233	7570	901
2234	7575	898
2235	7578	894
2236	7582	891
2237	7586	888
2238	7590	884
2239	7593	881
2240	7597	878
2241	7601	874
2242	7604	871
2243	7608	867
2244	7611	864
2245	7615	861
2246	7618	857
2247	7621	854
2248	7625	851
2249	7628	847
2250	7633	844
2251	7635	840
2252	7639	837
2253	7643	834
2254	7646	830
2255	7649	827
2256	7652	823
2257	7656	820
2258	7660	817
2259	7663	813
2260	7666	810
2261	7669	807
2262	7674	803
2263	7678	800
2264	7682	797
2265	7685	793
2266	7688	790
2267	7692	786
2268	7697	783
2269	7700	780
2270	7703	776
2271	7707	773
2272	7712	770
2273	7715	766
2274	7718	763
2275	7722	759
2276	7725	756
2277	7728	753
2278	7731	749
2279	7735	746
2280	7738	742
2281	7741	739
2282	7745	736
2283	7749	732
2284	7751	729
2285	7754	725
2286	7757	722
2287	7760	719
2288	7762	715
2289	7766	712
2290	7768	708
2291	7771	705
2292	7775	701
2293	7779	698
2294	7783	695
2295	7785	691
2296	7789	688
2297	7792	685
2298	7796	681
2299	7800	678
2300	7803	674
2301	7807	671
2302	7811	668
2303	7814	664
2304	7816	661
2305	7819	657
2306	7823	654
2307	7827	651
2308	7829	647
2309	7832	644
2310	7836	640
2311	7840	637
2312	7843	634
2313	7846	630
2314	7848	627
2315	7852	623
2316	7856	620
2317	7860	617
2318	7863	613
2319	7867	610
2320	7871	607
2321	7873	603
2322	7878	600
2323	7881	596
2324	7884	593
2325	7888	590
2326	7893	586
2327	7897	583
2328	7899	580
2329	7903	576
2330	7906	573
2331	7909	569
2332	7913	566
2333	7917	563
2334	7919	559
2335	7923	556
2336	7927	552
2337	7930	549
2338	7934	546
2339	7937	542
2340	7941	539
2341	7946	536
2342	7949	532
2343	7952	529
2344	7955	525
2345	7958	522
2346	7961	519
2347	7966	515
2348	7970	512
2349	7974	509
2350	7977	505
2351	7981	502
2352	7985	498
2353	7987	495
2354	7991	492
2355	7994	488
2356	7998	485
2357	8002	481
2358	8004	478
2359	8008	475
2360	8011	471
2361	8014	468
2362	8017	464
2363	8022	461
2364	8024	458
2365	8028	454
2366	8032	451
2367	8036	447
2368	8040	444
2369	8044	441
2370	8047	437
2371	8050	434
2372	8054	431
2373	8057	427
2374	8061	424
2375	8065	420
2376	8068	417
2377	8073	414
2378	8075	410
2379	8079	407
2380	8083	404
2381	8085	400
2382	8088	397
2383	8091	393
2384	8093	390
2385	8098	386
2386	8101	383
2387	8104	380
2388	8107	376
2389	8109	373
2390	8113	369
2391	8117	366
2392	8121	363
2393	8125	359
2394	8127	356
2395	8131	352
2396	8135	349
2397	8139	346
2398	8141	342
2399	8144	339
2400	8148	335
2401	8152	332
2402	8155	329
2403	8159	325
2404	8163	322
2405	8167	319
2406	8171	315
2407	8175	312
2408	8179	308
2409	8182	305
2410	8185	302
2411	8188	298
2412	8191	295
2413	8194	291
2414	8198	288
2415	8201	285
2416	8205	281
2417	8208	278
2418	8212	274
2419	8215	271
2420	8220	268
2421	8222	264
2422	8226	261
2423	8229	258
2424	8232	254
2425	8235	251
2426	8239	247
2427	8241	244
2428	8245	241
2429	8248	237
2430	8251	234
2431	8255	230
2432	8259	227
2433	8263	224
2434	8265	220
2435	8269	217
2436	8273	213
2437	8276	210
2438	8281	207
2439	8285	203
2440	8289	200
2441	8293	196
2442	8296	193
2443	8300	190
2444	8302	186
2445	8306	183
2446	8310	179
2447	8314	176
2448	8316	173
2449	8320	169
2450	8323	166
2451	8327	163
2452	8329	159
2453	8332	156
2454	8335	152
2455	8338	149
2456	8341	145
2457	8345	142
2458	8349	139
2459	8352	135
2460	8355	132
2461	8359	129
2462	8364	125
2463	8368	122
2464	8371	118
2465	8374	115
2466	8378	112
2467	8382	108
2468	8386	105
2469	8389	101
2470	8392	98
2471	8395	95
2472	8398	91
2473	8403	88
2474	8406	84
2475	8409	81
2476	8413	78
2477	8417	74
2478	8420	71
2479	8424	67
2480	8426	64
2481	8431	61
2482	8435	57
2483	8437	54
2484	8441	50
2485	8445	47
2486	8448	44
2487	8451	40
2488	8456	37
2489	8459	33
2490	8462	30
2491	8465	27
2492	8469	23
2493	8473	20
2494	8476	16
2495	8480	13
2496	8484	10
2497	8488	6
2498	8492	3
2499	8495	0
